sample,region,region_mutation_count,decay_window_mutation_count,genome_wide_score_foxa2_normal_like,genome_wide_score_foxa2_abnormal_like,raw_genome_wide_correlation_foxa2_normal_like,raw_genome_wide_correlation_foxa2_abnormal_like,genome_wide_best_state,genome_wide_score_gap,local_spearman_exp_decay_vs_foxa2_normal_like,local_spearman_exp_decay_vs_foxa2_abnormal_like,track_strategy,bin_size,scoring_system,exp_decay_bp,exp_max_distance_bp
TCGA-EP-A3RK-01A,chr19:19000000-24000000,26,27,0.0909190341119007,0.0665502292875459,-0.0909190341119007,-0.0665502292875459,FOXA2+,0.0243688048243548,-0.7,0.8,exp_decay,500000.0,spearman_r_linear_resid,200000,1000000
