symbol,FOXA2+,FOXA2-,delta_normal_minus_abnormal
TWIST2,2.584962500721156,3.700439718141092,-1.115477217419936
MYO10,7.994353436858858,8.59245703726808,-0.598103600409222
AKR1D1,10.494855584491198,10.022367813028454,0.47248777146274357
SLC27A5,13.51668494930961,12.894249362864231,0.6224355864453788
