gene,logFC_base,pvalue_base,padj_base,logFC_immune_adj,pvalue_immune_adj,padj_immune_adj,symbol,hit_partition,sig_base,sig_immune_adj,delta_log10_p
ENSG00000002587.10,0.0313734033769142,0.600486285143543,0.865083355991431,0.00455794466123321,0.933401876870322,0.985941123671927,HS3ST1,candidate_tumour_intrinsic,FALSE,FALSE,-0.191565577075512
ENSG00000002726.21,0.110988448878471,0.439413487623969,0.790250631032855,0.0472255578774076,0.712476426498108,0.930652825038009,AOC1,candidate_tumour_intrinsic,FALSE,FALSE,-0.209897116254894
ENSG00000002746.15,0.213898548460816,0.127156836454227,0.526161432844092,0.20797083797965,0.138339604208942,0.617427926257449,HECW1,candidate_tumour_intrinsic,FALSE,FALSE,-0.0366068142956684
ENSG00000002822.15,0.0927383605906093,0.360080855766263,0.737807383458021,0.00295743904364174,0.97394315180981,0.994952996609164,MAD1L1,candidate_tumour_intrinsic,FALSE,FALSE,-0.432133576164514
ENSG00000002834.18,0.0138818285442896,0.19318630558325,0.599887464677584,0.0139059824900966,0.194373875138805,0.670743253088824,LASP1,candidate_tumour_intrinsic,FALSE,FALSE,-0.00266155577757765
ENSG00000002919.15,-0.00889940338112802,0.408381084911637,0.771525994123634,-0.0082524436357544,0.445928726562373,0.829574257307614,SNX11,candidate_tumour_intrinsic,FALSE,FALSE,-0.0381998317843716
ENSG00000002933.9,-0.0269766108988391,0.339873561170722,0.724004363797589,-0.0328013672574919,0.239850377961045,0.706144862757263,TMEM176A,candidate_tumour_intrinsic,FALSE,FALSE,0.151376974873846
ENSG00000003056.8,0.0174307749101549,0.358701173512271,0.736692434439472,0.0164166022876021,0.393774770649046,0.80408403725627,M6PR,candidate_tumour_intrinsic,FALSE,FALSE,-0.0405150897253034
ENSG00000003096.14,0.00508981987006676,0.910227011203169,0.974317060009278,0.0156920083713064,0.72785978499675,0.933510432200041,KLHL13,candidate_tumour_intrinsic,FALSE,FALSE,0.097101994328561
ENSG00000003137.8,0.045950880490803,0.679116253470132,0.895230948727919,0.00964990122563242,0.929580226212723,0.985610697262199,CYP26B1,candidate_tumour_intrinsic,FALSE,FALSE,-0.136342752269347
ENSG00000003147.19,0.0462936137310964,0.248514949611047,0.653266741800915,0.0380633530844499,0.340307273582708,0.777951714148414,ICA1,candidate_tumour_intrinsic,FALSE,FALSE,-0.136518712441069
ENSG00000003249.15,0.013595496461186,0.677705568619702,0.895181799747581,0.0146051793713183,0.657378836916527,0.912453364049296,DBNDD1,candidate_tumour_intrinsic,FALSE,FALSE,0.0132253355255213
ENSG00000003393.15,-0.00222242227890242,0.835441650205136,0.950378868287364,-0.000422656864164609,0.968341635668602,0.993825599965766,ALS2,candidate_tumour_intrinsic,FALSE,FALSE,-0.0641124827258101
ENSG00000003400.15,0.0200164134954275,0.113349371720617,0.503481179651313,0.0138902088882618,0.255050347680184,0.715633540629038,CASP10,likely_immune_associated,FALSE,FALSE,-0.352206802653365
ENSG00000003402.20,0.00127801045090139,0.881758049765063,0.965689162953244,-0.000696668605915465,0.934603376459257,0.986144606507698,CFLAR,likely_immune_associated,FALSE,FALSE,-0.0252779125465982
ENSG00000003436.16,-0.0389785521005649,0.133052855795959,0.534822371196482,-0.0419114863197058,0.106406273721398,0.574491497889908,TFPI,candidate_tumour_intrinsic,FALSE,FALSE,0.0970569657720585
ENSG00000003509.16,-0.031835156294806,0.00336229421954688,0.18680538213203,-0.031237808687152,0.00410620051819318,0.313255639322274,NDUFAF7,candidate_tumour_intrinsic,FALSE,FALSE,-0.0868044395036423
ENSG00000003756.17,0.0109349521315688,0.214749476116418,0.622788847806821,0.0131854269684123,0.129687672699227,0.605976109370418,RBM5,candidate_tumour_intrinsic,FALSE,FALSE,0.219033416315712
ENSG00000003987.14,-0.00887058784099467,0.869919220700779,0.962206385763669,-0.0146057505164643,0.788925801164347,0.951223397455959,MTMR7,candidate_tumour_intrinsic,FALSE,FALSE,0.0424427670703981
ENSG00000003989.18,0.0028771865614064,0.922929511246528,0.978167776484493,-0.00111278650467369,0.970010489122448,0.994315225875229,SLC7A2,likely_immune_associated,FALSE,FALSE,-0.0216078974507499
