gene,logFC,AveExpr,t,pvalue,padj,B
ENSG00000145555.15,0.154190135043404,5.86430463281513,4.86830212848931,1.93809960565778e-06,0.0212181623711659,4.37756829692986
ENSG00000111432.4,0.603496523931918,3.94207493416964,4.85110467077726,2.09893781493381e-06,0.0212181623711659,3.33040500989449
ENSG00000063244.13,-0.0444489410581338,6.41445377125298,-4.74071204629655,3.48345107078522e-06,0.0234761379163785,3.51028914001834
ENSG00000172927.8,0.532674016554944,4.46578923160627,4.57395304124805,7.36089755202493e-06,0.03720565667671,3.15428018276676
ENSG00000204351.12,-0.0544715343809687,6.34205090815773,-4.30431052139417,2.36098796733995e-05,0.0951224469972934,1.70627624433932
ENSG00000138615.6,0.323201913718065,4.87093159516701,4.2539072941957,2.91767499954687e-05,0.0951224469972934,2.2067944880772
ENSG00000077157.22,0.064803491922845,6.07819263882548,4.19848629745552,3.67410686697865e-05,0.0951224469972934,1.40181152657989
ENSG00000233608.4,0.593977278358497,4.10349716759035,4.16003170049596,4.30537938656194e-05,0.0951224469972934,1.29653637743451
ENSG00000123610.5,0.508901239047724,4.19151882427497,4.12567232292757,4.95582790725766e-05,0.0951224469972934,1.25375649459678
ENSG00000204590.12,-0.0544346481142008,6.31372464531806,-4.11444012367029,5.18806122499872e-05,0.0951224469972934,0.96999535870405
ENSG00000148948.8,0.542152136737374,4.11826938144343,4.09781789193426,5.55085376044773e-05,0.0951224469972934,1.07883545485066
ENSG00000167642.13,0.280746396068374,5.35176017092652,4.04999315514774,6.73434584473826e-05,0.0951224469972934,1.40878213660196
ENSG00000138944.8,0.520112478141823,4.02173919230662,4.03569379929041,7.13248549594112e-05,0.0951224469972934,0.779863734609856
ENSG00000182648.13,-0.112645133425114,5.87887108980968,-4.0331007508042,7.2070422233244e-05,0.0951224469972934,1.09811957660171
ENSG00000284773.1,0.201085837214576,4.70067194222141,4.02383642078295,7.47951681016814e-05,0.0951224469972934,1.24840997437048
ENSG00000135960.10,0.38110892249507,4.79351233201895,4.02223019443376,7.5277433571901e-05,0.0951224469972934,1.34509415664624
ENSG00000141562.18,-0.0669891359902894,6.25426781108876,-3.96175639949327,9.57446427562366e-05,0.113868540426211,0.421358523505798
ENSG00000225978.3,0.502700464924357,3.85177526161603,3.94080210777825,0.000103995596127773,0.116810164583962,0.301626791492793
ENSG00000180447.7,0.306945784593703,5.01075220277407,3.91933380050391,0.000113146223980224,0.120399492443798,1.03202509034842
ENSG00000154856.13,0.261681930199243,5.37281635093159,3.87217906332749,0.000135997532517742,0.131631972771574,0.743530397038503
ENSG00000180543.5,0.168120440822804,5.26268747494635,3.85930661813557,0.000142957529544834,0.131631972771574,0.795388413336702
ENSG00000146555.19,0.339036527024401,5.14428434034501,3.85240576170135,0.000146826327929908,0.131631972771574,0.784078832351219
ENSG00000109065.12,-0.0605646158877712,6.17924033813098,-3.83087578338027,0.000159543674692025,0.131631972771574,-0.0126036660792748
ENSG00000136828.19,0.136143861263083,5.65701148084529,3.82804677050891,0.000161290207299588,0.131631972771574,0.435574836129209
ENSG00000006712.15,-0.0490644323895201,6.34887028163212,-3.82238988615979,0.000164836970777917,0.131631972771574,-0.137468452536668
ENSG00000006607.14,0.0495280000606847,6.02939149822273,3.81546928343489,0.00016927645128405,0.131631972771574,0.011860618751447
ENSG00000221890.6,0.248300925172754,5.33412084218226,3.80189784051923,0.00017831276665281,0.132278908630782,0.536381287659305
ENSG00000167178.16,0.305833182247345,4.72794971831467,3.78550156657005,0.000189838596375637,0.132278908630782,0.519301669178113
ENSG00000157992.12,0.261945486395072,5.36468860633797,3.78096558301971,0.000193149444087303,0.132278908630782,0.442046932271641
ENSG00000054654.19,0.0662591382003818,6.2539082663398,3.77461873731055,0.000197873750343612,0.132278908630782,-0.296098045073975
ENSG00000185052.12,0.429968722987509,4.60712951456805,3.76812333376107,0.00020282155344516,0.132278908630782,0.437404708007461
ENSG00000105963.15,0.206894883132047,5.29032262429011,3.74372090605537,0.000222474047961884,0.134322236528678,0.372784635669402
ENSG00000148053.17,0.433427672686032,4.73247630445427,3.74115092184927,0.000224645335665912,0.134322236528678,0.412038194472756
ENSG00000178035.13,-0.0603512970498816,6.39903608084657,-3.73969336377034,0.000225885648529778,0.134322236528678,-0.447568424599901
ENSG00000267278.6,0.164617486051419,5.13373657691928,3.72681398303375,0.000237129818267092,0.135125719107308,0.376323375937679
ENSG00000134917.10,0.28265045587425,4.52868595739741,3.72123457781721,0.000242163018901187,0.135125719107308,0.187553391322714
ENSG00000089472.16,0.156665859117474,5.59342304474241,3.70287210371661,0.000259448893038077,0.135125719107308,0.0515469356234997
ENSG00000130175.10,-0.0449150498250475,6.6287844131077,-3.69533454696877,0.000266875978141604,0.135125719107308,-0.650412116971666
ENSG00000167815.12,-0.0568480295176386,6.44286391329418,-3.69334243467334,0.000268872122698211,0.135125719107308,-0.623372624109554
ENSG00000053918.18,0.129515114743569,5.68659589679918,3.68724424305072,0.000275070502277207,0.135125719107308,-0.0900192632021968
ENSG00000175221.15,-0.0477371177281063,6.31639506487865,-3.678247497438,0.000284461425778474,0.135125719107308,-0.637366926685018
ENSG00000130726.12,-0.0479261444328272,6.51227670041408,-3.67815409431992,0.000284560487183001,0.135125719107308,-0.693256942590572
ENSG00000118322.14,0.605744390965658,3.74294034855211,3.67047379013673,0.000292818205636942,0.135125719107308,-0.416369125022149
ENSG00000130299.17,-0.0504069606471188,6.04871619851186,-3.66932627508598,0.000294071205891856,0.135125719107308,-0.472469597093663
ENSG00000104886.12,-0.0606190869755662,6.25659089100873,-3.6593369697458,0.000305194143293927,0.137120337535925,-0.670890051810608
ENSG00000161526.15,-0.0465001588620373,6.28630800217291,-3.64973066646677,0.000316263334545082,0.139004610822445,-0.724497637451865
ENSG00000169727.12,-0.0510502683985384,6.46370389683591,-3.63731802120945,0.00033112646554757,0.142440742137038,-0.824326328555027
ENSG00000150625.16,0.400500421508042,4.69888946441131,3.62113204595966,0.000351496643561106,0.144786492057859,0.0118029105001529
ENSG00000136944.19,0.597812149830019,3.36967153020214,3.61797069561085,0.000355610402704569,0.144786492057859,-0.861751153295008
ENSG00000013588.9,0.359416221294057,4.70434988815031,3.61164967280775,0.000363971887442664,0.144786492057859,-0.0268906880506785
ENSG00000100647.8,0.0534701163212387,6.14397692131537,3.60513850603422,0.000372777960197825,0.144786492057859,-0.827180794966613
ENSG00000167658.16,-0.0425124798871679,6.82368881373094,-3.60034392274299,0.00037939005942716,0.144786492057859,-0.996137381681433
ENSG00000204348.10,-0.0604611541449844,6.03577180032223,-3.59960988517325,0.000380412032186779,0.144786492057859,-0.685328871676542
ENSG00000104824.17,-0.0310078037353968,6.39598244247223,-3.59511175406345,0.000386731341058865,0.144786492057859,-0.955994324089507
ENSG00000224041.3,0.637407265738381,3.20419035844868,3.58356642763633,0.000403405617242389,0.144786492057859,-1.26282174354545
ENSG00000109182.12,0.599850097914595,3.05499860267984,3.57623328273133,0.000414344733981133,0.144786492057859,-1.47046692009086
ENSG00000167775.11,-0.0698163743044734,6.14696926403515,-3.5716910576044,0.000421259629684252,0.144786492057859,-0.889866858592916
ENSG00000173705.9,0.395628632663267,4.43675665934498,3.56345389148288,0.000434076824429699,0.144786492057859,-0.275042119910718
