pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_XENOBIOTIC_METABOLISM,3.16472529900608e-06,1.43851149954822e-05,0.627256739718528,-0.358780327378439,-1.69474159491284,196,FETUB|CCL25|ITIH4|TAT|TMEM97|CYP1A1|UPB1|HRG|DCXR|AOX1|APOE|PC|CYP4F2|CDA|CYP17A1|ARG2|RBP4|PTGR1|IGFBP1|GNMT|HNF4A|PYCR1|XDH|PEMT|LONP1|CYP2C18|SLC35B1|CBR1|CES1|PMM1|CDO1|ACSM1|DHPS|ANGPTL3|UGDH|DHRS1|CD36|FABP1|HES6|DDC|GCNT2|ECH1|F10|ITIH1|HACL1|BLVRB|AP4B1|GSTO1|CYP27A1|VTN|REG1A|AKR1C3|HPRT1|GSTM4|SHMT2|ACOX2|DDAH2|PGD|TMEM176B|SLC6A12|NMT1|AHCY|ALDH2|ABHD6|CYP2J2|CYP1A2|CYB5A|KYNU|PAPSS2|EPHX1|ALDH3A1|SERPINA6|AKR1C2|KARS1|ALAS1|GSS
HALLMARK_INTERFERON_GAMMA_RESPONSE,8.51951464147534e-06,3.54979776728139e-05,0.593325476396405,0.456568419812052,1.67191940469475,196,SSPN|TNFAIP6|SELP|IL6|PTGS2|IRF4|PLA2G4A|GPR18|FPR1|CD69|HLA-DQA1|IFI44L|ZBP1|CCL2|CD38|SOCS3|EPSTI1|PELI1|AUTS2|LCP2|OAS2|RSAD2|STAT4|SLAMF7|PFKP|CSF2RB|SAMD9L|NOD1|FGL2|FAS|PSMA2|MTHFD2|IRF8|IFI30|IL2RB|XAF1|CD86|EIF4E3|FCGR1A|CD274|CMPK2|CDKN1A|HERC6|CXCL9|OAS3|CCL5|LATS2|PLSCR1|JAK2|TNFAIP2|TNFAIP3|USP18|MARCHF1|IL10RA|NFKB1|CXCL10|HIF1A|RTP4|ARID5B|CMKLR1|GZMA|TNFSF10|IFIT3|P2RY14|HELZ2|TDRD7|NCOA3|IFIT2|IFI44|CXCL11|VCAM1|ST8SIA4|ICAM1|CIITA|BTG1
HALLMARK_ESTROGEN_RESPONSE_EARLY,2.59041058871685e-05,9.42691873365242e-05,0.575610261071129,0.45017715374512,1.64983267962681,198,SLC24A3|EGR3|TPBG|OLFM1|KAZN|CCN5|PGR|FOXC1|OVOL2|KRT15|REEP1|IGF1R|TFAP2C|KCNK15|PMAIP1|BCL11B|RASGRP1|THSD4|HR|FOS|CXCL12|KRT19|MYOF|ABCA3|NPY1R|SH3BP5|PDLIM3|GJA1|OLFML3|CBFA2T3|TIAM1|ENDOD1|SLC1A1|FCMR|AREG|TJP3|TMPRSS3|ELF1|DLC1|HSPB8|RPS6KA2|SYNGR1|ALDH3B1|EEIG1|PRSS23|TIPARP|BCL2|SVIL|NBL1|SCNN1A|RAB31|RET|CYP26B1|CD44|KLF10|CCND1|ZNF185|MAST4|NRIP1|MUC1|PODXL|AQP3|SLC37A1|KLF4|UGCG|AFF1|MREG|JAK2|CALB2|ADCY1|INHBB|ABHD2|FRK|KRT13|SYT12|MED13L|FHL2|RETREG1|ABLIM1|NAV2|CLDN7
HALLMARK_BILE_ACID_METABOLISM,2.63953724542268e-05,9.42691873365242e-05,0.575610261071129,-0.400937763106678,-1.77455893088424,109,SLCO1A2|AKR1D1|SOAT2|FADS2|HSD17B6|PXMP2|ABCA4|BBOX1|SLC27A5|GNMT|HAO1|APOA1|CYP39A1|ABCD1|CYP46A1|NUDT12|NR1I2|CYP7A1|ALDH1A1|PAOX|TTR|HSD3B7|ABCA6|TFCP2L1|HACL1|PIPOX|CYP27A1|FADS1|AGXT|PEX6|PEX11G|SOD1|PRDX5|BCAR3|PEX16|IDI1|LIPE|ABCA2|FDXR|SERPINA6|DIO1|PECR|RXRG|GSTK1|GCLM|AQP9|DHCR24|SLC29A1|ABCA5|SLC23A2|HSD17B11|ALDH8A1|NPC1|ACSL1|ABCG8|ABCA9
HALLMARK_MYOGENESIS,4.16276059671403e-05,0.000138758686557134,0.557332238758646,0.453973268851299,1.64317476165325,176,LAMA2|SSPN|NCAM1|PTGIS|SGCA|SPEG|AEBP1|REEP1|SGCD|MYOZ1|APLNR|SPDEF|CTF1|CASQ2|COL3A1|EFS|MYH11|GNAO1|PRNP|CHRNA1|LDB3|TNNT2|MYOM2|APOD|COL15A1|ADAM12|PYGM|EPHB3|COL1A1|RYR1|ACHE|HBEGF|KLF5|MYH3|CDH13|KCNH2|CKMT2|COL6A3|BDKRB2|HSPB8|VIPR1|RB1|SOD3|COL4A2|TEAD4|DES|NOS1|SVIL|TNNI1|WWTR1|GJA5|MYH4|CASQ1|CACNG1|MEF2C|APP|SLC6A8|CDKN1A|SPARC|IGFBP7|CACNA1H|ITGB4|MYLK|COX7A1|ITGB1|LSP1|MEF2A|NOTCH1|GADD45B|ABLIM1|NAV2
HALLMARK_MTORC1_SIGNALING,5.23757366544826e-05,0.000163674177045258,0.557332238758646,-0.33519100071565,-1.59273407430636,199,SDF2L1|TM7SF2|TMEM97|FADS2|SQLE|ATP5MC1|RRM2|PLK1|G6PD|POLR3G|MCM4|NUPR1|HMBS|INSIG1|EBP|SCD|P4HA1|SLC7A11|SLC1A4|TUBG1|TOMM40|CCNF|PHGDH|HSPE1|AURKA|CDC25A|CALR|RRP9|PSMC4|DDIT3|TRIB3|NFKBIB|COPS5|DDX39A|MCM2|BUB1|SQSTM1|PSMD13|FADS1|SC5D|GLRX|HPRT1|QDPR|AK4|SHMT2|ENO1|GLA|ME1|NMT1|ACACA|RDH11|HSPA4|CYB5B|IDI1|PRDX1|FDXR|PNO1|EEF1E1|ABCF2|HSPD1|TUBA4A|MLLT11|PDAP1|STIP1|EIF2S2|SLC7A5|PSMB5|SLC2A1|HSPA5|PFKL|XBP1|DDIT4|ACSL3|HMGCS1|PDK1|HSPA9|DHCR24|SORD|ELOVL6|PSMC2|RPN1|TPI1|PSMD14|NHERF1|CTSC|PGM1|SSR1|GAPDH|PSMD12|NFYC|HSP90B1|DHCR7|IMMT|PSMA4|TCEA1|CTH|LTA4H|GPI|ATP6V1D|GBE1|CCNG1|IDH1|PSMG1
HALLMARK_MYC_TARGETS_V2,9.88156205490986e-05,0.000290634178085584,0.538434096309916,-0.486227332801511,-1.88151567397478,56,TMEM97|PLK1|MCM5|MCM4|EXOSC5|HSPE1|SRM|RRP9|MRTO4|DCTPP1|FARSA|RABEPK|PHB1|PES1|PA2G4|PPAN|WDR74|NOP56|RRP12|IMP4|NOC4L|LAS1L|MYBBP1A|GRWD1|HSPD1|TBRG4|SORD|SLC19A1|NPM1|SLC29A2|BYSL|NDUFAF4|GNL3|AIMP2|SUPV3L1|TCOF1
HALLMARK_DNA_REPAIR,0.000140058123825562,0.000389050343959895,0.518848077743792,-0.34803631289216,-1.62923921200812,149,BOLA2|SAC3D1|POLR2I|GPX4|NME1|POLA2|CDA|NME3|NT5C|POLD1|POLR2E|POLR2F|AK1|RAD51|MRPL40|MPG|NELFE|POLD4|ERCC2|RFC4|ALYREF|ERCC1|COX17|VPS28|IMPDH2|FEN1|POLR1H|GUK1|POLR2K|APRT|HPRT1|BCAP31|POLE4|ZWINT|SDCBP|RBX1|NUDT9|ITPA|ZNF707|AAAS|ADRM1|TAF9|EDF1|RFC2|LIG1|SUPT5H|POLR3GL|RPA2|POLR2H|POLR2J|PRIM1|SEC61A1|GTF2A2|GTF2F1|GTF2B|TARBP2|POLR2G|TAF12|DGUOK|ARL6IP1|BCAM|SF3A3|NELFB|VPS37D|CSTF3|POLR2D
HALLMARK_IL2_STAT5_SIGNALING,0.000222900532436111,0.000586580348516081,0.518848077743792,0.43149652374565,1.57536470561483,191,CCR4|SELP|ITIH5|IL1RL1|F2RL2|CDCP1|IRF4|IGF1R|EMP1|PLAGL1|IL10|ECM1|MAP6|PRNP|TLR7|SELL|PTGER2|LIF|HOPX|ICOS|GUCY1B1|PTH1R|EOMES|ETV4|SLC2A3|IL18R1|IL2RA|CCND2|TIAM1|SYT11|APLP1|NCS1|SOCS2|CD83|GPR65|CD48|RGS16|LRRC8C|GLIPR2|SHE|FGL2|RHOH|IRF8|BCL2|IL2RB|TWSG1|LTB|TNFRSF21|CD44|MUC1|CD86|TNFRSF8|HK2|BATF3|NRP1|PRKCH|CDKN1C|BMPR2|PLSCR1|CAPG|IL10RA|ITGAV|CXCL10|NFKBIZ|CSF1|GABARAPL1|RORA|GADD45B|MXD1|ANXA4|TNFSF10|CST7|NCOA3|MAFF|EEF1AKMT1|SWAP70|PTCH1|MYO1E|HYCC2|CAPN3|CISH
HALLMARK_ANGIOGENESIS,0.00178052265842497,0.00445130664606243,0.45505986738723,0.58495807629888,1.71586369410273,33,LUM|VCAN|OLR1|COL3A1|POSTN|STC1|FGFR1|SLCO2A1|THBD|CCND2|MSX1|CXCL6|TNFRSF21|FSTL1|LPL|JAG1|APP|NRP1
HALLMARK_APICAL_JUNCTION,0.00188717389620206,0.00449327118143349,0.45505986738723,0.40465410358706,1.47736484002135,191,TNFRSF11B|SLIT2|SPEG|NEGR1|JAM3|LAMC2|CDH11|VCAN|COL9A1|COL16A1|NLGN3|MMP2|CADM3|NFASC|NECTIN4|AKT3|CDH6|ITGA9|NLGN2|ADAM23|FBN1|LAMB3|CDH3|PTPRC|SHROOM2|CDH4|CERCAM|MAPK13|KCNH2|FYB1|CLDN11|ITGA3|NRXN2|SYK|LIMA1|COL17A1|NEXN|SKAP2|CLDN6|LAYN|ADAM9|CD86|ITGA2|CNTN1|CLDN4|ARHGEF6|CD274|SIRPA|CDH15|RAC2|ITGA10|CTNND1|EGFR|ITGB4|CALB2|ADAMTS5|ITGB1|RASA1|WNK4|SDC3|MPZL2|NRAP|CLDN7|ADRA1B|EPB41L2|TJP1|PECAM1|DLG1|MYL9|CDH1|VCAM1|CX3CL1|ICAM1
HALLMARK_HEDGEHOG_SIGNALING,0.00368450315565153,0.00810862521249478,0.431707695803346,0.560951620962871,1.66360236972686,35,UNC5C|VLDLR|SCG2|ACHE|CDK6|CRMP1|SHH|NRP2|OPHN1|ADGRG1|RTN1|NRP1|CNTFR|RASA1|HEY2|SLIT1|DPYSL2|PTCH1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0037299675977476,0.00810862521249478,0.431707695803346,-0.33585336882716,-1.49420307504394,113,TUBB2A|EXOSC4|CHAC1|IGFBP1|SLC1A4|WFS1|EXOSC5|H2AX|YIF1A|LSM4|NHP2|CALR|HYOU1|RRP9|EIF4EBP1|RPS14|CXXC1|SRPRB|POP4|TATDN2|PREB|NOP56|PDIA6|ARFGAP1|STC2|WIPI1|ATF4|ATP6V0D1|BANF1|EEF2|SLC7A5|SPCS1|ZBTB17|HSPA5|EXOSC1|XBP1|DDIT4|HSPA9|EXOSC9|IMP3|HERPUD1|EIF4A3|SSR1|NPM1|HSP90B1|CEBPB|CEBPG
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00594945476917533,0.0123946974357819,0.407017918923954,-0.369601757513098,-1.52629004857363,74,ALDOC|TM7SF2|TMEM97|FADS2|SQLE|EBP|SCD|PMVK|FASN|MVK|LSS|SEMA3B|ACSS2|MVD|TNFRSF12A|PCYT2|NSDHL|ECH1|TRIB3|SC5D|GLDC|ETHE1|FDPS|SREBF2|IDI1|ABCA2
HALLMARK_TGF_BETA_SIGNALING,0.00792354629361959,0.0158470925872392,0.380730400722792,0.49242938834527,1.55911660037716,52,PMEPA1|LTBP2|WWTR1|RAB31|SMAD7|KLF10|THBS1|SMAD6|CDKN1C|BMPR2|SKIL|ACVR1|ID2|TJP1|IFNGR2|SMURF2|CDH1|JUNB|TGFB1|ID1|SERPINE1|ARID4B|SMAD1|SMAD3|PPP1R15A|BMPR1A|ENG|ID3|FNTA|TGFBR1|SMURF1|XIAP
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.029441161187138,0.0566176176675731,0.352487857583619,-0.391468303074376,-1.52635855913792,46,GPX4|G6PD|ATOX1|TXNRD2|ERCC2|GPX3|FTL|HMOX2|PDLIM1|MGST1|GLRX|PRDX2|SOD1|GLRX2|CDKN2D|TXN|NDUFS2|LAMTOR5|NDUFA6|PRDX1
HALLMARK_APOPTOSIS,0.0320512820512821,0.0588474025974026,0.261663521711573,0.370980095537655,1.33858361507469,157,EGR3|LUM|DCN|IL6|EREG|TNF|PMAIP1|HGF|EMP1|MMP2|CD69|F2R|PLAT|TGFB2|TIMP2|CD38|CCND2|BGN|IL1B|PLPPR4|BTG2|IL18|FAS|AVPR1A|ANXA1|SMAD7|CD44|CCND1|CD2|FASLG|APP|HMOX1|ATF3|CDKN1A
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0329545454545455,0.0588474025974026,0.266350657088526,0.420806003260047,1.41634150939037,82,IL6|CXCL1|CXCL3|TNF|CRLF2|CD38|SOCS3|ITGA4|IL18R1|OSMR|IL2RA|IL1B|PIK3R5|CSF2RB|FAS|PLA2G2A|LTB|TNFRSF21|CSF3R|CD44|CCR1|CSF2RA|HMOX1|CXCL9|CNTFR|EBI3|CXCL10|CSF1|IFNGR2|CXCL11|IL6ST|TGFB1|IL7|CBL|IL1R1|TLR2|IL12RB1|IFNGR1|IL4R|CD9|PDGFC|ACVRL1|PTPN11|IFNAR1|STAT3|STAT1|SOCS1
HALLMARK_APICAL_SURFACE,0.0416666666666667,0.0699976004240822,0.248911114434702,0.465562300834749,1.4266569913015,41,GAS1|PKHD1|GATA3|SRPX|SHROOM2|RTN4RL1|SULF2|AFAP1L2|AKAP7|CD160|IL2RB|APP|PLAUR|MAL|EPHB4
HALLMARK_PEROXISOME,0.0419985602544493,0.0699976004240822,0.321775918075361,-0.295601192672708,-1.29923422025601,100,ABCC8|FABP6|NUDT19|ABCD1|NR1I2|HRAS|ACOT8|ALDH1A1|TTR|ERCC1|HSD3B7|ECH1|DHRS3|ABCB4|FADS1|ECI2|PEX6|SOD1|FDPS|FIS1|PRDX5|RDH11|IDI1|PRDX1|SERPINA6|PABPC1|DIO1|CADM1|PEX2|PEX14|ITGB1BP1|RXRG|SLC25A19|GSTK1|ALB|MSH2|DHCR24|PEX5|CTBP1|SLC23A2|SLC25A17
HALLMARK_FATTY_ACID_METABOLISM,0.0496485343164744,0.0800782811556039,0.321775918075361,-0.269756835314601,-1.2715357934356,154,NTHL1|CYP1A1|RDH16|FASN|CBR1|HMGCS2|ACOT8|UGDH|ALDH1A1|ERP29|NSDHL|CD36|FABP1|ECH1|ECI1|UROD|IL4I1|NCAPH2|HSD17B10|S100A10|ACOT2|H2AZ1|XIST|ECI2|FH|AADAT|ME1|D2HGDH|LGALS1|RDH11|CA4|DECR1|IDI1|EPHX1|ALDH3A1|PCBD1|MDH1|KMT5A|PPARA|ADSL|GCDH|ACAT2|APEX1|PTS|HMGCS1|DHCR24|BCKDHB|IDH3G|RAP1GDS1|ALDH3A2|GRHPR|HSD17B11|HIBCH|SDHA|ACSL1|ACO2|MIX23|HSP90AA1|AQP7|ACAA2|HSD17B7|ENO3|IDH1|LDHA|OSTC|HSD17B4|UROS|MLYCD|ACAA1|HMGCL|ACADVL
HALLMARK_NOTCH_SIGNALING,0.0605670103092784,0.0946359536082474,0.206587922696891,0.481731995765523,1.40968440414047,32,WNT2|MAML2|HEYL|FZD1|DTX1|NOTCH3|DLL1|CCND1|JAG1|LFNG|FZD7
